2020-02-28 06:50:10,b'RT @johnpaul_njiru: We us Kenyans should stop waiting for #WuhanCoronovirus at our homested we need to get out there i dont understand why\xe2\x80\xa6'
2020-02-28 06:50:03,b'RT @FAisclassic: Blow around the world... #WuhanCoronovirus \nCredit: I wish I know who make it but thank you https://t.co/sTUotR99Li'
2020-02-28 06:49:50,b'RT @Robin579384016: Forgot to wear mask. Man in white yelled \xe3\x80\x8cYou stupid shit !\xe3\x80\x8d\n#WuhanCoronovirus #WuhanOutbreak https://t.co/AG4OUW86Y9'
2020-02-28 06:48:32,b'We us Kenyans should stop waiting for #WuhanCoronovirus at our homested we need to get out there i dont understand\xe2\x80\xa6 https://t.co/wL8Jjg5gU1'
2020-02-28 06:47:54,b'@realDonaldTrump Mr Bloom is trying his best to get #China help but all that #Beijing is doing for him is sending v\xe2\x80\xa6 https://t.co/Orgd0qDUNr'
2020-02-28 06:47:53,"b""RT @TheAgenda_SABC: What do you think of government's decision to repatriate South African citizens from Wuhan, China, which is the epicent\xe2\x80\xa6"""
2020-02-28 06:42:56,"b""What do you think of government's decision to repatriate South African citizens from Wuhan, China, which is the epi\xe2\x80\xa6 https://t.co/AexB8JHBEN"""
2020-02-28 06:39:52,"b""RT @abhichess14: Time for Indian' s evacuation from South Korea. Need quick action.\nCurrent situation updated in attachment as till Feb 23,\xe2\x80\xa6"""
2020-02-28 06:39:37,"b""RT @David90582574: Beijing is under quarantine\xef\xbc\x8c3000 party representatives are\nafraid of attending the CCP's two sessions, that was postpone\xe2\x80\xa6"""
2020-02-28 06:39:32,b'RT @SirKelvinTan: Sad but inevitable as the sinophobia and outright racism ramps up due to the #coronavirusaustralia #nCoV2019 #WuhanCorono\xe2\x80\xa6'
2020-02-28 06:34:12,b'RT @3TW_3470: Live #coronavirus statistics \n#CoronaVirusUpdates \n#WuhanCoronovirus \n\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\nhttps://t.co/NW5k89555J'
2020-02-28 06:33:53,b'#CoronaVirusUpdates #coronavirus #COVID2019 #COVID #COVID19 \n#WuhanCoronovirus \n#LalSalam #LolSalaam #CPIM\xe2\x80\xa6 https://t.co/1uEtNLCRzw'
2020-02-28 06:33:04,b'RT @3TW_3470: Live #coronavirus statistics \n#CoronaVirusUpdates \n#WuhanCoronovirus \n\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\xe2\x9c\x85\nhttps://t.co/NW5k89555J'
2020-02-28 06:32:57,"b""RT @Louie_Korest: \xe5\xaa\xbd\xe5\x91\x80\xe9\x80\x99\xe5\x9c\x96\xe5\x88\xb0\xe5\xba\x95\xe9\x82\x84\xe5\x8f\xaf\xe4\xbb\xa5\xe6\x94\xb9\xe5\xa4\x9a\xe5\xb0\x91\xe6\xac\xa1\xe3\x80\x82\n--\nIran is coming.\nSeriously, don't increase people in the room anymore.\n\n*I modify the sentence on the bo\xe2\x80\xa6"""
2020-02-28 05:54:06,b'RT @kiloloyc: A poll on weibo with a topic saying \xe2\x80\x9cwe chinese doesnt owe anything to the world\xe2\x80\x9d. From the poll over 90% thinks the #WuhanCo\xe2\x80\xa6'
2020-02-28 05:43:15,b'#Tokyo #Disneyland will be closed starting from Saturday through to March 15 due to concerns about #coronavirus inf\xe2\x80\xa6 https://t.co/cYtWA7dRhV'
2020-02-28 05:33:05,b'The cloud above Wuhan. Raining day. It feels strangely interesting to be in this city now. Everything looks fine an\xe2\x80\xa6 https://t.co/LzThqYod83'
2020-02-28 05:27:54,b'RT @kiloloyc: A poll on weibo with a topic saying \xe2\x80\x9cwe chinese doesnt owe anything to the world\xe2\x80\x9d. From the poll over 90% thinks the #WuhanCo\xe2\x80\xa6'
